Sr. Number,Gender,Education_Level_Simplified,Job Title,Age_simplified,Age,Years_of_Experience_CLEARED,Years_of_Experience,Salary_cleared,Salary,Country,Race,Seniority,Education_Level
3071,Male,3,Software Engineer Manager,Senior Professionals,48,Expert Level,23,Very High Salary,188288,Canada,Black,0,Master's
3072,Female,2,Software Engineer,Young Professionals,36,Senior Level,14,High Salary,141090,UK,Mixed,1,Bachelor's
3073,Male,1,Full Stack Engineer,Young Professionals,43,Lead Level,19,Very High Salary,152726,Australia,Australian,0,Master's
3074,Female,2,Back end Developer,Early Career,33,Mid Level,9,High Salary,124141,Australia,Australian,0,Master's
3075,Male,1,Front end Developer,Early Career,26,Junior Level,3,Medium Salary,67556,Canada,Asian,0,Bachelor's
3076,Female,2,Project Engineer,Senior Professionals,50,Expert Level,22,Very High Salary,182768,China,Chinese,1,Master's
3077,Male,3,Software Engineer Manager,Young Professionals,41,Senior Level,15,High Salary,148727,UK,Asian,0,PhD
3078,Female,1,Full Stack Engineer,Early Career,29,Mid Level,6,Medium Salary,91903,USA,Asian,0,Bachelor's
3079,Male,2,Software Engineer,Young Professionals,38,Senior Level,14,High Salary,147708,USA,White,1,Master's
3080,Female,1,Project Engineer,Senior Professionals,48,Expert Level,21,Very High Salary,163209,Australia,Australian,1,Master's
3081,Male,2,Full Stack Engineer,Early Career,31,Mid Level,8,High Salary,120288,China,White,0,Bachelor's
3082,Male,3,Software Engineer Manager,Senior Professionals,45,Expert Level,21,Very High Salary,170226,UK,Welsh,0,Master's
3083,Female,2,Software Engineer,Young Professionals,35,Senior Level,11,High Salary,134979,China,Chinese,1,Master's
3084,Male,1,Back end Developer,Young Professionals,42,Lead Level,16,High Salary,137489,UK,Mixed,0,Bachelor's
3085,Female,2,Full Stack Engineer,Early Career,27,Junior Level,4,Medium Salary,83577,China,Korean,0,PhD
3086,Male,1,Front end Developer,Early Career,33,Mid Level,9,High Salary,117904,Canada,White,0,Master's
3087,Female,2,Project Engineer,Young Professionals,36,Senior Level,11,High Salary,134482,China,Korean,1,Bachelor's
3088,Male,3,Software Engineer Manager,Senior Professionals,54,Expert Level,30,Very High Salary,184660,Australia,Australian,0,PhD
3089,Female,1,Software Engineer,Early Career,30,Junior Level,5,High Salary,100151,UK,Mixed,1,Master's
3090,Male,2,Full Stack Engineer,Early Career,26,Junior Level,3,Medium Salary,88678,USA,Asian,0,Bachelor's
3091,Female,3,Project Engineer,Senior Professionals,45,Expert Level,21,Very High Salary,181285,Canada,White,1,Master's
3092,Male,2,Software Engineer Manager,Young Professionals,38,Lead Level,16,Very High Salary,154990,USA,White,0,Bachelor's
3093,Female,1,Full Stack Engineer,Early Career,31,Mid Level,7,High Salary,108204,Canada,Black,0,Master's
3094,Male,2,Software Engineer,Young Professionals,42,Lead Level,19,Very High Salary,175684,Canada,Black,1,PhD
3095,Female,1,Back end Developer,Early Career,28,Junior Level,5,Medium Salary,77766,USA,Hispanic,0,Bachelor's
3096,Male,3,Software Engineer Manager,Senior Professionals,48,Expert Level,24,Very High Salary,192211,China,Chinese,0,Master's
3097,Female,2,Full Stack Engineer,Young Professionals,36,Senior Level,13,High Salary,144647,Canada,Black,0,Bachelor's
3098,Male,1,Project Engineer,Young Professionals,43,Lead Level,20,Very High Salary,162231,China,Chinese,1,Master's
3099,Female,2,Front end Developer,Early Career,33,Mid Level,9,High Salary,121120,Canada,Asian,0,PhD
3100,Male,1,Full Stack Engineer,Early Career,26,Junior Level,4,Medium Salary,79652,Canada,White,0,Master's
3101,Female,2,Software Engineer,Senior Professionals,50,Expert Level,21,Very High Salary,177002,Canada,Black,1,Bachelor's
3102,Male,2,Back end Developer,Early Career,27,Junior Level,5,Medium Salary,87584,UK,White,0,Master's
3103,Female,1,Project Engineer,Young Professionals,38,Senior Level,13,High Salary,131860,China,Chinese,1,Bachelor's
3104,Male,3,Software Engineer Manager,Senior Professionals,54,Expert Level,28,Very High Salary,182013,USA,African American,0,Master's
3105,Female,2,Full Stack Engineer,Early Career,31,Mid Level,7,High Salary,108799,China,White,0,PhD
3106,Male,1,Software Engineer,Young Professionals,36,Senior Level,13,High Salary,135378,Canada,Black,1,Bachelor's
3107,Female,2,Software Engineer Manager,Senior Professionals,45,Expert Level,22,Very High Salary,183530,USA,Asian,0,Master's
3108,Male,1,Back end Developer,Young Professionals,42,Lead Level,18,Very High Salary,150901,UK,Welsh,0,PhD
3109,Female,2,Full Stack Engineer,Early Career,28,Junior Level,4,Medium Salary,82697,UK,White,0,Master's
3110,Male,3,Software Engineer,Senior Professionals,48,Expert Level,26,Very High Salary,194638,UK,Asian,1,Bachelor's
3111,Female,2,Project Engineer,Young Professionals,36,Senior Level,12,High Salary,130356,Australia,Asian,1,Master's
3112,Male,1,Full Stack Engineer,Young Professionals,43,Lead Level,18,Very High Salary,152560,Australia,Australian,0,Bachelor's
3113,Female,2,Front end Developer,Early Career,33,Mid Level,9,High Salary,121432,Canada,White,0,PhD
3114,Male,1,Back end Developer,Early Career,26,Fresher,2,Medium Salary,63789,Canada,Black,0,Master's
3115,Female,2,Software Engineer,Senior Professionals,50,Expert Level,23,Very High Salary,183690,China,Korean,1,Bachelor's
3116,Male,3,Software Engineer Manager,Young Professionals,41,Lead Level,16,Very High Salary,151310,Australia,Asian,0,Master's
3117,Female,1,Full Stack Engineer,Early Career,29,Mid Level,6,High Salary,100358,Canada,White,0,Bachelor's
3118,Male,2,Software Engineer,Young Professionals,38,Senior Level,15,High Salary,148437,UK,White,1,Master's
3119,Female,1,Project Engineer,Senior Professionals,48,Expert Level,22,Very High Salary,168691,Australia,Asian,1,Master's
3120,Male,1,Software Developer,Early Career,28,Fresher,1,Invalid,50000,USA,White,0,Bachelor's
3121,Female,2,Product Manager,Early Career,32,Junior Level,5,Medium Salary,100000,Australia,Asian,0,PhD
3122,Male,1,Software Engineer,Early Career,26,Fresher,2,Medium Salary,60000,Canada,White,0,Master's
3123,Female,2,Data Analyst,Early Career,33,Mid Level,6,Medium Salary,90000,USA,African American,0,Bachelor's
3124,Male,1,Front End Developer,Early Career,29,Junior Level,3,Medium Salary,70000,USA,African American,0,Master's
3125,Male,3,Director of Data Science,Young Professionals,42,Senior Level,12,Very High Salary,170000,Australia,White,0,Bachelor's
3126,Female,2,Data Scientist,Young Professionals,36,Mid Level,8,High Salary,130000,Canada,White,0,Master's
3127,Male,1,Software Developer,Early Career,27,Fresher,1,Invalid,50000,China,Chinese,0,PhD
3128,Female,2,Product Manager,Early Career,34,Mid Level,7,High Salary,120000,Australia,Asian,0,Master's
3129,Male,1,Software Engineer,Early Career,29,Junior Level,4,Medium Salary,80000,Australia,Australian,0,Bachelor's
3130,Female,3,Data Scientist,Young Professionals,41,Lead Level,16,Very High Salary,200000,Canada,White,1,Master's
3131,Male,2,Data Analyst,Early Career,34,Mid Level,8,Medium Salary,100000,USA,Hispanic,0,Bachelor's
3132,Female,1,Software Developer,Early Career,24,Fresher,2,Medium Salary,55000,Canada,Asian,0,Master's
3133,Male,3,Director of Data Science,Young Professionals,36,Senior Level,12,Very High Salary,170000,USA,White,0,PhD
3134,Female,1,Software Engineer,Early Career,30,Junior Level,5,Medium Salary,90000,Canada,Asian,0,Bachelor's
3135,Male,1,Front End Developer,Early Career,29,Junior Level,4,Medium Salary,80000,Australia,Asian,0,Master's
3136,Male,2,Product Manager,Young Professionals,42,Senior Level,14,Very High Salary,180000,Australia,White,0,Bachelor's
3137,Male,1,Software Developer,Early Career,26,Fresher,2,Medium Salary,60000,USA,African American,0,Master's
3138,Female,2,Data Analyst,Young Professionals,35,Mid Level,9,High Salary,120000,Australia,White,0,Bachelor's
3139,Female,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,70000,Canada,White,0,Master's
3140,Male,3,Director of Data Science,Senior Professionals,48,Lead Level,18,Very High Salary,210000,UK,Mixed,0,Bachelor's
3141,Male,2,Data Scientist,Early Career,34,Mid Level,9,High Salary,140000,Canada,White,0,Master's
3142,Female,1,Software Engineer,Early Career,23,Fresher,1,Invalid,50000,Australia,Asian,0,Bachelor's
3143,Male,2,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,Canada,Black,0,PhD
3144,Female,2,Software Engineer,Early Career,25,Fresher,2,Medium Salary,60000,Australia,Asian,0,Master's
3145,Male,1,Data Analyst,Young Professionals,37,Senior Level,11,Very High Salary,160000,UK,White,0,Bachelor's
3146,Male,1,Software Engineer,Early Career,28,Junior Level,4,Medium Salary,75000,China,White,0,Master's
3147,Female,3,Director of Data Science,Young Professionals,41,Lead Level,16,Very High Salary,200000,Australia,White,0,Bachelor's
3148,Male,2,Data Analyst,Early Career,34,Mid Level,8,Medium Salary,100000,USA,African American,0,PhD
3149,Female,1,Software Developer,Early Career,24,Fresher,2,Medium Salary,55000,UK,Mixed,0,Master's
3150,Male,3,Data Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,White,1,Bachelor's
3151,Female,1,Software Engineer,Early Career,30,Junior Level,5,Medium Salary,90000,USA,African American,0,PhD
3152,Male,1,Front End Developer,Early Career,29,Junior Level,4,Medium Salary,80000,Australia,White,0,Bachelor's
3153,Male,2,Product Manager,Young Professionals,42,Senior Level,14,Very High Salary,180000,UK,Mixed,0,Bachelor's
3154,Male,1,Software Developer,Early Career,26,Fresher,2,Medium Salary,60000,USA,Asian,0,Master's
3155,Female,2,Data Analyst,Young Professionals,35,Mid Level,9,High Salary,120000,Australia,Asian,0,Bachelor's
3156,Female,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,70000,Australia,Australian,0,Master's
3157,Male,3,Director of Data Science,Senior Professionals,48,Lead Level,18,Very High Salary,210000,Canada,White,0,Bachelor's
3158,Male,2,Data Scientist,Early Career,34,Mid Level,9,High Salary,140000,Canada,Asian,0,PhD
3159,Female,1,Software Engineer,Early Career,23,Fresher,1,Invalid,50000,UK,Welsh,0,Master's
3160,Male,2,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,Australia,White,0,Bachelor's
3161,Female,2,Software Engineer,Early Career,25,Fresher,2,Medium Salary,60000,UK,Welsh,0,Master's
3162,Male,1,Data Analyst,Young Professionals,37,Senior Level,11,Very High Salary,160000,UK,White,0,Master's
3163,Male,1,Software Engineer,Early Career,28,Junior Level,4,Medium Salary,75000,China,White,0,Bachelor's
3164,Female,3,Director of Data Science,Young Professionals,41,Lead Level,16,Very High Salary,200000,China,Chinese,0,Bachelor's
3165,Male,2,Data Analyst,Early Career,34,Mid Level,8,Medium Salary,100000,UK,Mixed,0,PhD
3166,Female,1,Software Developer,Early Career,24,Fresher,2,Medium Salary,55000,UK,Mixed,0,Master's
3167,Male,3,Data Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Australia,Asian,1,Bachelor's
3168,Female,1,Software Engineer,Early Career,30,Junior Level,5,Medium Salary,90000,USA,Asian,0,PhD
3169,Male,1,Front End Developer,Early Career,29,Junior Level,4,Medium Salary,80000,Canada,Asian,0,Bachelor's
3170,Male,2,Product Manager,Young Professionals,42,Senior Level,14,Very High Salary,180000,Australia,Asian,0,Bachelor's
3171,Male,1,Software Developer,Early Career,26,Fresher,2,Medium Salary,60000,Australia,Asian,0,Master's
3172,Female,2,Data Analyst,Young Professionals,35,Mid Level,9,High Salary,120000,USA,Hispanic,0,Bachelor's
3173,Female,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,70000,China,Chinese,0,Master's
3174,Male,3,Director of Data Science,Senior Professionals,48,Lead Level,18,Very High Salary,210000,UK,Mixed,0,Bachelor's
3175,Male,2,Data Scientist,Early Career,34,Mid Level,9,High Salary,140000,USA,Asian,0,PhD
3176,Female,1,Software Engineer,Early Career,23,Fresher,1,Invalid,50000,China,Korean,0,Master's
3177,Male,2,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,Canada,Asian,0,Bachelor's
3178,Female,2,Software Engineer,Early Career,25,Fresher,2,Medium Salary,60000,China,Korean,0,Master's
3179,Male,1,Data Analyst,Young Professionals,37,Senior Level,11,Very High Salary,160000,Canada,White,0,Master's
3180,Male,1,Software Engineer,Early Career,28,Junior Level,4,Medium Salary,75000,UK,Asian,0,Bachelor's
3181,Female,3,Director of Data Science,Young Professionals,41,Lead Level,16,Very High Salary,200000,USA,White,0,Bachelor's
3182,Male,2,Data Analyst,Early Career,34,Mid Level,8,Medium Salary,100000,Canada,Asian,0,PhD
3183,Female,1,Software Developer,Early Career,24,Fresher,2,Medium Salary,55000,USA,White,0,Master's
3184,Male,3,Data Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,Black,1,Bachelor's
3185,Female,1,Software Engineer,Early Career,30,Junior Level,5,Medium Salary,90000,USA,Asian,0,PhD
3186,Male,1,Front End Developer,Early Career,29,Junior Level,4,Medium Salary,80000,China,Chinese,0,Bachelor's
3187,Male,2,Product Manager,Young Professionals,42,Senior Level,14,Very High Salary,180000,USA,Asian,0,Bachelor's
3188,Male,1,Software Developer,Early Career,26,Fresher,2,Medium Salary,60000,Australia,White,0,Master's
3189,Female,2,Data Analyst,Young Professionals,35,Mid Level,9,High Salary,120000,UK,Asian,0,Bachelor's
3190,Female,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,70000,UK,Welsh,0,Master's
3191,Male,3,Director of Data Science,Senior Professionals,48,Lead Level,18,Very High Salary,210000,Australia,Asian,0,Bachelor's
3192,Male,2,Data Scientist,Early Career,34,Mid Level,9,High Salary,140000,Australia,Australian,0,PhD
3193,Female,1,Software Engineer,Early Career,23,Fresher,1,Invalid,50000,UK,Mixed,0,Master's
3194,Male,2,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,Canada,White,0,Bachelor's
3195,Female,2,Software Engineer,Early Career,25,Fresher,2,Medium Salary,60000,USA,African American,0,Master's
3196,Male,1,Data Analyst,Young Professionals,37,Senior Level,11,Very High Salary,160000,China,White,0,Master's
3197,Male,1,Software Engineer,Early Career,28,Junior Level,4,Medium Salary,75000,Canada,Asian,0,Bachelor's
3198,Female,3,Director of Data Science,Young Professionals,41,Lead Level,16,Very High Salary,200000,UK,White,0,Bachelor's
3199,Male,2,Data Analyst,Early Career,34,Mid Level,8,Medium Salary,100000,Australia,Australian,0,PhD
3200,Female,1,Software Developer,Early Career,24,Fresher,2,Medium Salary,55000,China,Chinese,0,Master's
3201,Male,3,Data Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,Black,1,Bachelor's
3202,Female,1,Software Engineer,Early Career,30,Junior Level,5,Medium Salary,90000,USA,White,0,PhD
3203,Male,1,Front End Developer,Early Career,29,Junior Level,4,Medium Salary,80000,China,Chinese,0,Bachelor's
3204,Male,2,Product Manager,Young Professionals,42,Senior Level,14,Very High Salary,180000,USA,White,0,Bachelor's
3205,Male,1,Software Developer,Early Career,26,Fresher,2,Medium Salary,60000,USA,African American,0,Master's
3206,Female,2,Data Analyst,Young Professionals,35,Mid Level,9,High Salary,120000,USA,Asian,0,Bachelor's
3207,Female,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,70000,UK,Asian,0,Master's
3208,Male,3,Director of Data Science,Senior Professionals,48,Lead Level,18,Very High Salary,210000,UK,White,0,Bachelor's
3209,Male,2,Data Scientist,Early Career,34,Mid Level,9,High Salary,140000,UK,Welsh,0,PhD
3210,Female,1,Software Engineer,Early Career,23,Fresher,1,Invalid,50000,China,Chinese,0,Master's
3211,Male,2,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,Canada,Black,0,Bachelor's
3212,Female,2,Software Engineer,Early Career,25,Fresher,2,Medium Salary,60000,USA,White,0,Master's
3213,Male,1,Data Analyst,Young Professionals,37,Senior Level,11,Very High Salary,160000,Canada,Black,0,Master's
3214,Male,1,Software Engineer,Early Career,28,Junior Level,4,Medium Salary,75000,China,Korean,0,Bachelor's
3215,Female,3,Director of Data Science,Young Professionals,41,Lead Level,16,Very High Salary,200000,Canada,White,0,Bachelor's
3216,Male,2,Data Analyst,Early Career,34,Mid Level,8,Medium Salary,100000,Canada,Black,0,PhD
3217,Female,1,Software Developer,Early Career,24,Fresher,2,Medium Salary,55000,Canada,Asian,0,Master's
3218,Male,3,Data Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Australia,White,1,Bachelor's
3219,Female,1,Software Engineer,Early Career,30,Junior Level,5,Medium Salary,90000,Australia,White,0,PhD
3220,Male,1,Front End Developer,Early Career,29,Junior Level,4,Medium Salary,80000,UK,Asian,0,Bachelor's
3221,Male,2,Product Manager,Young Professionals,42,Senior Level,14,Very High Salary,180000,Canada,Asian,0,Bachelor's
